ID,PublishedAt,Duration
R7yBlefOhaU,2024-05-21T09:00:18Z,PT58S
cIZshPVpmA8,2024-05-20T12:00:29Z,PT53S
g7oKrfvPJ3Y,2024-05-20T09:00:25Z,PT1M1S
vBlL6kP8z9Q,2024-05-19T12:00:50Z,PT50S
h0lSSmjzyAQ,2024-05-19T09:00:25Z,PT49S
tYVFFItSPf8,2024-05-18T12:00:54Z,PT49S
C3S8-OHBU8k,2024-05-18T09:00:08Z,PT50S
1IjHihlX_eQ,2024-05-18T09:00:01Z,PT25M59S
75SqJxUeRQo,2024-05-17T12:00:07Z,PT47S
Q9hAnzPg6wc,2024-05-17T09:00:31Z,PT59S
58acX80SvI8,2024-05-16T12:00:04Z,PT54S
FsPiJGDLw04,2024-05-16T09:00:10Z,PT58S
ZkPUkdellCs,2024-05-15T09:00:27Z,PT55S
07TDkLpxXpM,2024-05-15T09:00:00Z,PT26M22S
jBkqz31Rr4k,2024-05-14T09:00:34Z,PT58S
J5SVex_HaDY,2024-05-13T09:00:13Z,PT59S
fShR6yg42m0,2024-05-12T09:00:35Z,PT51S
CyZESyShCjY,2024-05-11T09:00:08Z,PT25M51S
4-JyJ3BmZ0Q,2024-05-11T09:00:05Z,PT59S
ROHKDHUrtUk,2024-05-10T09:00:31Z,PT1M
LjCsiGFPues,2024-05-09T12:00:30Z,PT57S
EqdI3HYSMYw,2024-05-09T09:00:10Z,PT59S
TSox8VKdks4,2024-05-08T09:00:30Z,PT25M17S
EnHLRt7kH84,2024-05-08T09:00:13Z,PT58S
2LoKOv30c9E,2024-05-07T09:00:02Z,PT54S
9ibgSNBb1KA,2024-05-06T12:00:12Z,PT59S
nN0c2DFwPBA,2024-05-06T09:00:37Z,PT50S
KxOPRHlMC_s,2024-05-05T09:00:23Z,PT59S
Bwx6LH-MBW0,2024-05-04T09:00:14Z,PT50S
EC5rOpjNx1E,2024-05-03T09:00:14Z,PT59S
7s4DtcQYZYg,2024-05-03T09:00:05Z,PT27M14S
ueBuC91snGw,2024-05-02T12:00:49Z,PT51S
MLUgMxhGc7Y,2024-05-02T09:00:14Z,PT58S
CxLEVT3JWg8,2024-05-01T12:00:20Z,PT56S
f4R4oZHwnJg,2024-05-01T09:00:29Z,PT1M1S
_wx8UA6urcY,2024-04-30T12:00:36Z,PT1M
9hyJYo3IBiI,2024-04-30T09:00:06Z,PT58S
d6fmQxJUe1E,2024-04-29T12:00:37Z,PT52S
iDvDKndGEJ0,2024-04-29T09:00:35Z,PT1M
_xs8hqGb4e0,2024-04-29T09:00:32Z,PT25M43S
byTcH7tYu9k,2024-04-28T12:00:36Z,PT53S
1YH8TKdiGGE,2024-04-28T09:00:02Z,PT55S
uVRkpRWClq0,2024-04-26T09:00:50Z,PT22M9S
MJ6PVjL1xls,2024-04-26T09:00:15Z,PT49S
f8Q0cJmePBU,2024-04-25T12:00:42Z,PT58S
6SqJqHvdtu4,2024-04-25T09:00:04Z,PT1M
tNeiYba8Z9E,2024-04-24T12:00:58Z,PT1M
qOPVAfoOgic,2024-04-24T09:00:39Z,PT57S
cpt0PrLV8Uc,2024-04-23T09:00:29Z,PT59S
UsLptYoOEBw,2024-04-23T06:00:21Z,PT56S
00fBmeknAtg,2024-04-22T12:00:00Z,PT58S
LjefHgs47Ow,2024-04-22T09:00:13Z,PT3H20M27S
ATd1XCjkXEw,2024-04-22T09:00:06Z,PT52S
R5w-kvYeUck,2024-04-21T12:00:18Z,PT53S
-kbA1WAbLhU,2024-04-21T09:00:00Z,PT54S
Kk7dJpqg1r4,2024-04-20T13:20:00Z,PT1M
gWx4qk-L000,2024-04-20T09:45:04Z,PT57S
x_aZ5VJoIYQ,2024-04-19T12:01:02Z,PT50S
wyZ9uKxZINg,2024-04-19T09:00:55Z,PT59S
3f-Lmf9tz2E,2024-04-18T12:00:05Z,PT53S
fhkWZ4xRUVw,2024-04-18T09:00:34Z,PT24M12S
MYij7jyG5ek,2024-04-18T09:00:11Z,PT59S
uZU7oRwpWdI,2024-04-17T09:00:47Z,PT59S
lj0DtwYGVmU,2024-04-16T12:00:43Z,PT57S
0oKEtQ4gkgA,2024-04-16T09:00:01Z,PT58S
8MpI_4bnquY,2024-04-15T12:00:13Z,PT55S
5g7CNamzeSw,2024-04-15T09:00:04Z,PT59S
PEU3HAWOzvA,2024-04-14T09:00:16Z,PT54S
pdpJLrDquqY,2024-04-14T06:00:22Z,PT53S
J3LrBQMXG0w,2024-04-13T12:00:16Z,PT50S
UA5X9e71l1g,2024-04-13T09:00:31Z,PT1M1S
eI8ryszR3-Q,2024-04-12T12:00:40Z,PT51S
gNTCccjBRnw,2024-04-12T09:00:37Z,PT24M52S
dsyGDskxuZ8,2024-04-12T09:00:34Z,PT58S
h6w5OSLEqQw,2024-04-11T09:00:28Z,PT53S
OkmqKsOYJk0,2024-04-10T09:00:26Z,PT59S
XNJQuxDvhuY,2024-04-09T09:00:32Z,PT22M54S
7p9r4dctSjw,2024-04-09T09:00:08Z,PT51S
azQOqp_QaIE,2024-04-08T09:00:06Z,PT53S
K98_qj02_BA,2024-04-07T09:00:23Z,PT59S
ixSclS9GrzY,2024-04-06T09:00:36Z,PT1M1S
Myicr9ZrPXw,2024-04-06T09:00:15Z,PT31M4S
ibVb8KrSioA,2024-04-05T12:00:41Z,PT56S
7UEagQ14XDA,2024-04-05T09:00:05Z,PT52S
WBmq-V4lR9k,2024-04-04T12:00:21Z,PT56S
FOSJfRYkdt0,2024-04-04T09:00:20Z,PT56S
pZ1WKJ8A0qM,2024-04-03T12:00:55Z,PT55S
Nm589eEaJB8,2024-04-03T09:00:29Z,PT1M
gSBAW8Cj13A,2024-04-02T09:00:36Z,PT25M59S
Uqh3cVuG0A0,2024-04-02T09:00:33Z,PT54S
Pocum_W5kLI,2024-04-01T09:00:31Z,PT52S
848xtt1WKls,2024-03-31T09:00:05Z,PT1M1S
tnGN21OmsbQ,2024-03-31T06:00:31Z,PT54S
bICxXrbvXXs,2024-03-30T12:00:25Z,PT59S
wDKqPcJaTcw,2024-03-30T09:00:42Z,PT25M6S
55ixJX1q5Pw,2024-03-30T09:00:07Z,PT50S
cQjoc1dENJs,2024-03-28T09:00:25Z,PT54S
ql1eIyE0HPI,2024-03-27T09:00:40Z,PT1M
7JslbLrsZ5Y,2024-03-26T12:00:12Z,PT55S
Dh5nWEHi3U8,2024-03-26T09:00:10Z,PT3H11M38S
1i10UPbIawc,2024-03-26T09:00:01Z,PT54S
MX2SdF5kjSs,2024-03-25T12:00:26Z,PT58S
5TmexmkZHkc,2024-03-25T09:00:03Z,PT52S
sE1fiOLoIeM,2024-03-24T09:00:42Z,PT24M24S
JdU2f9WDphM,2024-03-24T09:00:12Z,PT59S
jXkcvlOM-ek,2024-03-23T12:00:40Z,PT54S
SeuNi-jhfb0,2024-03-23T09:00:22Z,PT1M
Yk1x35rNHcE,2024-03-22T12:00:27Z,PT55S
hZ3cBLxH4Fo,2024-03-22T09:00:36Z,PT24M12S
UXoExSqD7d4,2024-03-22T09:00:22Z,PT1M
1qxh9TPAkMw,2024-03-21T12:00:01Z,PT50S
tXxWSSQLgRI,2024-03-21T09:00:43Z,PT49S
HYplA9NDE1k,2024-03-20T12:00:13Z,PT50S
Ohoif9vMCsQ,2024-03-20T09:00:29Z,PT23M38S
AF3qXT1i4Ek,2024-03-20T09:00:06Z,PT51S
cYnhR0PqlKA,2024-03-19T12:00:29Z,PT53S
vkVjBHmvC-s,2024-03-19T09:00:45Z,PT57S
gkd7VZnk2T0,2024-03-18T12:00:40Z,PT51S
lWTEzz-rTn8,2024-03-18T09:00:36Z,PT25M29S
KKIeEgdNscQ,2024-03-18T09:00:14Z,PT54S
9se1fWbbOpQ,2024-03-17T12:00:13Z,PT54S
da8QliR4-Nc,2024-03-17T09:00:25Z,PT55S
5leEXGIPMeA,2024-03-16T09:00:03Z,PT1M
uvbZrbSvcSs,2024-03-15T12:00:52Z,PT52S
i7o-eKQX2Q4,2024-03-15T09:00:39Z,PT59S
Hu6oSWyLBto,2024-03-14T09:00:12Z,PT53S
stWpz8i1t7M,2024-03-13T12:00:50Z,PT53S
_ptsaHTguf4,2024-03-13T09:00:22Z,PT52S
oODcNJjzQxw,2024-03-12T09:00:30Z,PT3H30M53S
DmxXepv-Utk,2024-03-12T09:00:07Z,PT55S
4IFctbY3Dzw,2024-03-11T12:00:03Z,PT54S
YpnpbmrANEQ,2024-03-11T09:00:31Z,PT50S
z4sLCRXLNes,2024-03-10T12:00:47Z,PT55S
gbYL449THb8,2024-03-10T09:00:25Z,PT58S
-_XIxxErdwY,2024-03-09T12:00:00Z,PT54S
5HvJRQzcEFs,2024-03-09T09:00:04Z,PT29M25S
aYfHmyiGRiw,2024-03-09T09:00:04Z,PT58S
H-4J43UvXNk,2024-03-08T12:00:22Z,PT55S
TgmSMq2KUeo,2024-03-08T09:00:32Z,PT53S
vnyx5mI7DAY,2024-03-07T12:00:48Z,PT59S
EK8-5kitFjQ,2024-03-07T09:00:07Z,PT51S
-7UEJvqA2mo,2024-03-06T09:00:00Z,PT57S
j2DxC4rQtvw,2024-03-05T09:00:25Z,PT28M54S
AAJwfJLVBmw,2024-03-04T09:00:06Z,PT52S
u0srt1aIfsk,2024-03-03T09:00:39Z,PT58S
9_twUfDaXvM,2024-03-02T09:00:05Z,PT25M19S
Dsz4yWxEE5c,2024-03-01T09:00:10Z,PT54S
_hR3xDHK6N8,2024-02-28T09:00:34Z,PT53S
BKzI63SZyDk,2024-02-27T09:00:06Z,PT26M55S
cr2SoFpup9k,2024-02-24T09:00:27Z,PT28M34S
nUhBv1KPRrs,2024-02-22T09:00:41Z,PT55S
DY85Dx1pZRQ,2024-02-20T09:00:08Z,PT23M41S
IOsthMpuCQM,2024-02-18T09:00:11Z,PT56S
6Zwo0tEYatU,2024-02-17T09:00:05Z,PT24M12S
QYfGNB3MrrY,2024-02-16T09:00:16Z,PT50S
wpHKkAqPKmw,2024-02-15T09:00:42Z,PT3H19M3S
1ZKM70bEaP0,2024-02-14T09:00:01Z,PT55S
D7GaxByqb7M,2024-02-12T09:00:07Z,PT56S
VtRwrTedecg,2024-02-11T09:00:19Z,PT24M55S
nnDUimrII-4,2024-02-10T09:00:40Z,PT55S
H8uUQ81PP4k,2024-02-09T09:00:20Z,PT23M53S
zSZ_CoYlSjI,2024-02-08T09:00:54Z,PT56S
LgNmhxncMbA,2024-02-07T09:00:23Z,PT56S
ScoVteybLqY,2024-02-06T09:00:21Z,PT3H21M10S
VZRvXFXAY14,2024-02-04T09:00:31Z,PT55S
VXCxbhPiluQ,2024-02-03T09:00:31Z,PT27M14S
mmRNsKhJVmQ,2024-02-02T09:00:40Z,PT24M53S
OrhIKALq9hg,2024-02-01T09:00:26Z,PT50S
IC6hYLiERAw,2024-01-30T09:00:19Z,PT25M51S
Q23Cafq4D8Y,2024-01-29T09:00:15Z,PT53S
pajqhs9qXxo,2024-01-28T09:00:36Z,PT56S
6sEHZWwNy38,2024-01-27T09:00:05Z,PT23M19S
dv_CLZ_z6BM,2024-01-26T09:00:28Z,PT23M48S
Ofyx2HFo1fo,2024-01-23T09:00:13Z,PT26M24S
ujIFAxPTkyA,2024-01-21T09:00:41Z,PT48S
xTBAp_2sX3I,2024-01-20T09:00:43Z,PT24M39S
77trksiRs5A,2024-01-19T09:00:08Z,PT22M39S
MyziHcWTPUg,2024-01-18T09:00:12Z,PT53S
FsYCz5tJRXA,2024-01-16T09:00:09Z,PT24M6S
YhxsAl0HpnM,2024-01-15T09:00:22Z,PT54S
s0LYljSnyo0,2024-01-14T09:00:27Z,PT52S
R9-2mojwYEw,2024-01-13T09:00:17Z,PT3H25M21S
HM4dEVTRabI,2024-01-12T09:00:20Z,PT24M28S
HaK_1BwR-mQ,2024-01-11T09:00:16Z,PT51S
WQCQNKYXuWk,2024-01-09T09:00:30Z,PT51S
5MoLRkpqYaM,2024-01-08T09:00:03Z,PT26M17S
tLA6lWlAffM,2024-01-07T09:00:40Z,PT49S
PCjtBgwkN9g,2024-01-06T09:00:15Z,PT24M51S
f_jFjx1lgBs,2024-01-04T09:00:33Z,PT54S
wLPUotz2XFk,2024-01-02T09:00:37Z,PT50S
w137ETHGLLc,2024-01-02T09:00:29Z,PT26M19S
dKfrIOVBBJs,2024-01-01T09:00:30Z,PT57S
IrDPrGl1FeU,2023-12-31T09:00:12Z,PT55S
_V7UHKBOT7w,2023-12-29T09:00:33Z,PT56S
WUuJPDHrBtc,2023-12-29T09:00:19Z,PT3H25M15S
qGPlwi81Mj8,2023-12-26T09:00:37Z,PT25M41S
ZCoR4W3mV9w,2023-12-23T09:00:32Z,PT25M49S
Y2vulZbOZ78,2023-12-20T09:00:20Z,PT3H47M27S
k3-65fO7LGc,2023-12-16T09:00:34Z,PT29M16S
Po7JtYs811E,2023-12-13T09:00:27Z,PT25M6S
-ZSOF_nvLek,2023-12-09T09:00:00Z,PT26M29S
jANVr1gIQBQ,2023-12-05T09:00:27Z,PT26M8S
_8nJDQohvEc,2023-12-03T09:00:21Z,PT27M16S
aFQ0xduw8iE,2023-11-30T09:00:00Z,PT3H25M20S
w_0d2GXVIwY,2023-11-29T09:00:47Z,PT24M5S
wveZlEEcSEk,2023-11-26T09:00:46Z,PT26M
cC36UsnY1Tw,2023-11-25T09:00:21Z,PT25M11S
QaoqL2fB61Q,2023-11-19T09:00:23Z,PT24M14S
zahnww8wtwU,2023-11-17T09:00:52Z,PT30M16S
yCOoGpenkpU,2023-11-16T09:00:44Z,PT23M48S
YploYhq_ZF4,2023-11-15T09:00:31Z,PT3H11M18S
TxropECRPoc,2023-11-11T09:00:28Z,PT25M53S
SPGJ2jz9_MM,2023-11-10T09:00:20Z,PT26M18S
vIDzgi_ryYk,2023-11-04T09:00:45Z,PT23M57S
hswk_wMmr9k,2023-10-30T09:00:36Z,PT24M49S
t60gUcaekM0,2023-10-27T09:00:41Z,PT23M55S
4GTHaBvTlUA,2023-10-25T09:00:03Z,PT25M59S
G5WT-LeRak0,2023-10-21T09:00:15Z,PT3H19M49S
rrevER4Y-yY,2023-10-19T09:00:38Z,PT26M32S
IfKSMYcresw,2023-10-18T09:00:11Z,PT25M6S
8DkeTDlPkWI,2023-10-13T09:00:07Z,PT29M29S
YKxtjWWMcqg,2023-10-12T09:00:30Z,PT25M56S
oAuAV-gsmnw,2023-10-10T09:00:36Z,PT3H21M11S
FcvF4rP4ago,2023-10-05T09:00:14Z,PT25M37S
LmnOYZ7sUcA,2023-10-02T09:00:12Z,PT28M53S
Z8HbF7mRvmY,2023-09-26T09:00:31Z,PT26M8S
TIGDLt-ugKc,2023-09-19T09:00:19Z,PT25M18S
Fe5iIlKWXYE,2023-09-15T09:00:21Z,PT24M17S
zZpBOvswTcY,2023-09-13T09:00:30Z,PT25M19S
fLx2F4TGe3Y,2023-09-09T09:00:31Z,PT2H59M5S
FfoiveWehr4,2023-09-06T09:00:18Z,PT23M53S
mtL6FSGZiSg,2023-09-03T09:00:35Z,PT24M26S
L0T7oJCbsdE,2023-08-29T09:00:18Z,PT3H9M3S
TbYndAYheOc,2023-08-26T09:00:30Z,PT24M46S
LTZN57xEIwU,2023-08-25T09:00:26Z,PT25M54S
5kTzrg0-YVk,2023-08-21T09:00:03Z,PT21M52S
8ZXhbjPTU2A,2023-08-20T09:00:03Z,PT24M56S
TS4y1DWlTYc,2023-08-15T09:00:30Z,PT27M3S
NsbA7-k6hzI,2023-08-14T09:00:14Z,PT3H5M47S
UKaeDr10srs,2023-08-13T09:00:17Z,PT24M43S
5U3OlycsdJs,2023-08-12T09:00:04Z,PT18M53S
V1weH7001i8,2023-08-10T09:00:30Z,PT21M40S
K08zrp40ask,2023-08-08T09:00:12Z,PT3H14M12S
W5TPGxVQTD8,2023-08-06T09:00:30Z,PT22M36S
wbObZwzgRW4,2023-08-03T09:00:41Z,PT27M1S
B890MNBB7-w,2023-08-01T09:00:07Z,PT22M51S
ls-BC2XzRkw,2023-07-30T09:00:34Z,PT17M25S
FrHQkslQ_m0,2023-07-29T09:00:09Z,PT22M51S
12g71HbQNLc,2023-07-27T09:00:00Z,PT24M6S
zQHFQZkAwc4,2023-07-26T09:00:42Z,PT4H40M54S
TTRwkCVFLJQ,2023-07-25T09:00:15Z,PT25M58S
HR-AhmTW0A0,2023-07-22T09:00:15Z,PT19M31S
bMnBlJqMXLE,2023-07-20T09:00:31Z,PT25M48S
tNDB9EpN52w,2023-07-18T09:00:39Z,PT21M8S
TydIXZdqO2E,2023-07-15T09:02:03Z,PT18M54S
lHvhrOL7oUo,2023-07-14T09:00:37Z,PT24M1S
faAON104Pzg,2023-07-10T09:00:24Z,PT21M52S
V34TlU0OJCk,2023-07-09T09:00:16Z,PT26M13S
XM904L6dyQ0,2023-07-08T09:00:19Z,PT22M41S
yb6pJgZkTiM,2023-07-05T09:00:42Z,PT24M3S
F5W3J2O_5Nk,2023-07-02T09:00:07Z,PT21M19S
rnQ3uYSjH5M,2023-06-28T09:00:36Z,PT22M41S
fj8Z2k9NPQw,2023-06-24T09:00:24Z,PT13M47S
Uu-uC0M7JWE,2023-06-22T09:00:17Z,PT25M20S
cOWHOlGHtts,2023-06-20T09:00:19Z,PT23M56S
NAIBvL1o3Fc,2023-06-13T09:00:20Z,PT10M6S
i3WENhHNYVE,2023-06-10T09:00:33Z,PT24M49S
cY748aVgMUA,2023-06-08T09:00:32Z,PT24M49S
Cw6IVjUgOmE,2023-06-05T09:00:07Z,PT24M10S
Tmkuf5XPpgk,2023-06-02T09:00:17Z,PT22M13S
7iXXc4iLS9c,2023-05-31T09:00:05Z,PT20M50S
TqhIFT-iX_o,2023-05-26T09:00:18Z,PT24M46S
d0l676eFdQQ,2023-05-25T09:00:22Z,PT23M43S
dj5jZ5Xwzc0,2023-05-18T10:50:14Z,PT24M36S
Jyfsu6yS1RU,2023-05-17T11:35:00Z,PT25M7S
daMpeuNTkwQ,2023-05-02T09:00:17Z,PT22M41S
JcbrGOjXk_w,2023-03-15T11:29:03Z,PT28M33S
